,word,urú,prefix,suffix
29788,sinsearach,,sin,ach
29789,cíbe,,,e
29790,goilliúint,,,úint
29791,Uasdátú,,,ú
29792,tréigtheoir,,tré,eoir
29793,chúigear,,,ear
29794,Cinneann,,,eann
29795,Bhiotáille,,,e
29796,Choimisiúin,,,in
29797,chéile,,,e
29798,stiÃoradh,,,radh
29799,míchuibhiúla,,mí,a
29800,Zeta,,,ta
29801,phearsa,,,sa
29802,rialachais,,,ais
29803,bhfeadán,bh,,adán
29804,Dámhachtana,,,na
29805,có-nasctha,,,tha
29806,d'fhoraoisí,d',,í
29807,Vótáil,,,áil
29808,forbhreathnú,,for,ú
29809,romhainn,,ro,inn
29810,Scoláirí,,,í
29811,gcealla,g,,a
29812,Dierama,,,a
29813,thugaimid,,,aimid
29814,Cinnteoidh,,,idh
29815,GhaelcholáisteChiarraí,,,aí
29816,comóradh,,,radh
29817,gnáthchúirteanna,,gnáth,eanna
29818,Oibleagáidí,,,í
29819,airgeadú,,,ú
29820,geallghlacadóirí,,,í
29821,hAlpa,h,,a
29822,Leasuachtarán,,,án
29823,Gnótha,,,tha
29824,fálta,,,ta
29825,m4a,,,a
29826,Áitúil,,,túil
29827,Ullmhaigh,,,aigh
29828,geimhreadh,,,eadh
29829,chabhsán,,,án
29830,Forfheidhmiú,,,iú
29831,d'aibhneacha,d',,eacha
29832,díbhordála,,dí,a
29833,tras-datha,,tras,tha
29834,Baincéireachta,,,ta
29835,taithneamhachtaí,t,,taí
29836,phléitear,,,ear
29837,gCáilíochtaí,g,,taí
29838,ghearrann,,,ann
29839,mórdhíoltóir,,mór,tóir
29840,fíneáil-in,,,in
29841,seoltóireacht,,,eacht
29842,práinne,,,ne
29843,Dhíolmhú,,,ú
29844,vaigíní,,,í
29845,uachta,,,ta
29846,héagsúlacht,h,éa,acht
29847,comhréirea,,comh,a
29848,7-giotán,,,án
29849,Liopaí,,,aí
29850,bleachtairí,,,í
29851,státsheirbhíseach,,,each
29852,eistréathadh,,,adh
29853,Immortelle,,,e
29854,thuarascáil,,,áil
29855,Paróistí,,,tí
29856,Ceaptha,,,tha
29857,ghathanna,,,anna
29858,mionnscríbhinn,,mion,inn
29859,hÉigeandála,h,,a
29860,t-innealltóir,t-,in,tóir
29861,gáitéirí,,,í
29862,nGníomhaireacht,n,,eacht
29863,urghéilleadh,,ur,eadh
29864,tIonad,t,,ad
29865,toircheasa,t,,sa
29866,gcuntais,g,,ais
29867,soilsiú,,so,iú
29868,taiscéalaí,t,tais,aí
29869,Cead,,,ad
29870,Tirim,,,im
29871,beann,,,eann
29872,mórchosúlacht,,mór,acht
29873,cruithneachta,,,ta
29874,cumasach,,,ach
29875,chnáimhseachais,,,ais
29876,bhailíochtú,,,ú
29877,Riarfaidh,,,faidh
29878,samplú,,,ú
29879,sceithfidh,,,fidh
29880,beathaisnéis,,beath,is
29881,bogadh,,bog,adh
29882,eisiacht,,eisi,acht
29883,Plaisteach,,,each
29884,monaróra,,mona,ra
29885,cheanglófar,,,ófar
29886,suidhte,,,te
29887,aidiúvaigh,,,aigh
29888,Chéim,,,im
29889,seú,,,ú
29890,iarfhostaí,,iar,taí
29891,stocáireamh,,,amh
29892,gCúl-thaca,g,,a
29893,fuaimeanna,,,eanna
29894,rachmasach,,,ach
29895,Leasuítear,,,ítear
29896,Teas,,,eas
29897,gairis,,,is
29898,Karaman,,,an
29899,Neamhchonarthach,,,ach
29900,salú,,,alú
29901,draenáil,,,áil
29902,Lae,,,e
29903,mbainisteoirí,m,bain,í
29904,Fionlainnis,,,is
29905,réigiÃonacha,,ré,acha
29906,dochlóite,,do,te
29907,Bhearna,,,na
29908,Próisis,,,is
29909,tréigean,,tré,an
29910,múiche,,,e
29911,Gráda,,,da
29912,cuntasóirí,,,í
29913,thosach,,,ach
29914,abhartha,,,tha
29915,grásta,,,ta
29916,Cumhacht,,,acht
29917,céad-huaire,,céad,aire
29918,fhorlíontáin,,,in
29919,mbeirteanna,m,,eanna
29920,dó-san,,dó,san
29921,cabhróidh,,,óidh
29922,Púint,,,úint
29923,t-léine,,,ne
29924,claim,,,aim
29925,fhínéáin,,,in
29926,Teileachumarsáide,,,e
29927,héagumasach,h,éa,ach
29928,speiceas,,,eas
29929,Liúntas,,,tas
29930,shuaithinseach,,,each
29931,Claochlú,,,ú
29932,Babe,,,e
29933,Phríomh-Mhúinteoirí,,,í
29934,díograiseacha,,dí,eacha
29935,móréifeachtaí,,mór,taí
29936,beathú,,beath,ú
29937,breithiúntais,,,ais
29938,carrlocanna,,,anna
29939,mórgáiste,,mór,te
29940,príosúnaithe,,,aithe
29941,ath-éisteachta,,ath,ta
29942,ráthaíocht,,,aíocht
29943,luaíochta,,,ta
29944,ciontóra,,,ra
29945,Innéacsanna,,,anna
29946,poiblíocht,,,íocht
29947,chaibinéad,,,éad
29948,Chorcaigh,,,aigh
29949,Deisiúchán,,,án
29950,Dáileoige,,,e
29951,shócmhainn,,,inn
29952,n-athshuiteáil,n-,ath,áil
29953,brandaí,,,aí
29954,Fortescue,,,e
29955,insoláthartha,,in,tha
29956,volente,,,te
29957,Cóipeáil,,,áil
29958,ndomhan,n,do,an
29959,tSean,t,,an
29960,chréachta,,,ta
29961,gcóras,g,,as
29962,Olltoilleadh,,,eadh
29963,choimisinéir,,,éir
29964,thaisbeánfaidh,,,faidh
29965,hiontach,h,ion,ach
29966,Cobhsaíocht,,,aíocht
29967,Pheitriliam,,,iam
29968,coinníonn,,,íonn
29969,scoilteoir,,,eoir
29970,an-dóchúlacht,,an,acht
29971,Bailíonn,,,íonn
29972,fíor-ábhartha,,fíor,tha
29973,Strapaí,,,aí
29974,tseiceáil,t,,áil
29975,n-impireacht,n-,im,eacht
29976,Geallúint,,,úint
29977,Tuile,,,e
29978,CMTanna,,,anna
29979,iarbhunscoile,,iar,e
29980,hathrú,h,ath,ú
29981,dhreidireacht,,,eacht
29982,gcóireáil,g,,áil
29983,dhá-thoiseach,,,each
29984,bhfaghfar,bh,,far
29985,duairceas,,,eas
29986,Cistí,,,tí
29987,thaistealann,,,lann
29988,robálaithe,,ro,aithe
29989,gCeannáras,g,,as
29990,ghearánaigh,,,aigh
29991,generálta,,,ta
29992,bhfuighfear,bh,,fear
29993,Sceirí,,,í
29994,n-eascraíonn,n-,eas,aíonn
29995,fondúireachtaí,,fo,taí
29996,chéadluaite,,,te
29997,tapáil,t,,áil
29998,héilliú,h,,iú
29999,meitileach,,meiti,each
30000,mála,,,a
30001,imchóiriú,,im,iú
30002,Tecneolaíochta,,,ta
30003,bardasach,,bar,ach
30004,measarthataiseachas,,,achas
30005,chuairte,,,te
30006,fhágálaithe,,,aithe
30007,chíosa,,,sa
30008,analógach,,ana,ach
30009,aimsire,,,ire
30010,Ionadaíochta,,,ta
30011,sheachadtar,,,tar
30012,gcuirfar,g,,far
30013,Nuachtáin,,,in
30014,phellandrene,,,ne
30015,thubaistí,,,tí
30016,shonraíocht,,,aíocht
30017,ríomhthráchtóirí,,ríomh,í
30018,Chobhsaíochta,,,ta
30019,monapóid,,mona,óid
30020,seatnaí,,,aí
30021,ídíonn,,,íonn
30022,lonnaithe,,,aithe
30023,Ionchúiseamh,,,amh
30024,Tiomsaíonn,,,aíonn
30025,Priontáil,,,áil
30026,síneofar,,,far
30027,Ornáideacha,,,eacha
30028,lán,,,án
30029,ghlacaim,,,aim
30030,thoircheas,,,eas
30031,115ú,,,ú
30032,bancánacht,,ban,acht
30033,Tagann,,,ann
30034,chótaí,,,taí
30035,comhla,,comh,a
30036,tuairisceoidh,t,,idh
30037,Priontáilte,,,te
30038,ngarspriocanna,n,gar,anna
30039,Cléireach,,,each
30040,seadacha,,,acha
30041,réitíodh,,ré,íodh
30042,Danmhairgis,,,is
30043,Groighealach,,,ach
30044,ngortaíonn,n,,aíonn
30045,bhunriachtanach,,,ach
30046,dtabharfa,d,,a
30047,Táscairí,,,í
30048,neamhláithrithe,,neamh,ithe
30049,phléisiúr,,,úr
30050,thriomacht,,,acht
30051,In-instealladh,,,adh
30052,cheanacht,,,acht
30053,dóiteáin,,dó,in
30054,scairúinéireachta,,,ta
30055,Gaothán,,,án
30056,ndaonáireamh,n,daon,amh
30057,chomhallfaidh,,,faidh
30058,shuiteálaithe,,,aithe
30059,bóillí,,,í
30060,gníomhachtaithe,,,aithe
30061,Lóiseanna,,,eanna
30062,gcomharbaí,g,comh,aí
30063,feabhsuíodh,,,íodh
30064,aistreoir,,ais,eoir
30065,fóirdheontais,,,ais
30066,d'easportáil,d',eas,áil
30067,Trasteorann,,,ann
30068,Cuideoidh,,,idh
30069,Tástálaí,,,aí
30070,dtrialacha,d,,acha
30071,scannánaíochta,,,ta
30072,tosnuíodh,t,,íodh
30073,Osaka,,,a
30074,folúis,,fo,is
30075,doiléireacht,,do,eacht
30076,aibí,,,í
30077,troideann,,,eann
30078,innealtóireacht,,in,eacht
30079,mharga,,,ga
30080,Cathghrúpa,,,a
30081,stiúrtha,,,tha
30082,gheabhróg,,,óg
30083,cúinsí,,,í
30084,rothaíocht,,ro,aíocht
30085,chomhtharlú,,,ú
30086,príomháit,,príomh,áit
30087,sí,,,í
30088,mónóg,,,óg
30089,Sparán,,,án
30090,ceachtanna,,,anna
30091,t-éagach,t-,éa,ach
30092,gcinntítear,g,cinn,ítear
30093,atairí,,ata,í
30094,Dhán,,,án
30095,tíre,t,,e
30096,n-eispéireas,n-,,eas
30097,chomhoiriúnacht,,,acht
30098,pharlaiminteacha,,,eacha
30099,n-ullmhaithe,n-,,aithe
30100,Zó-eolaíochta,,,ta
30101,chontrapháirte,,,te
30102,glúine-domhain,,,in
30103,bhroinn,,,inn
30104,chruinnithe,,,ithe
30105,Seiceála,,,a
30106,logainmníocht,,,íocht
30107,bunriachtanaí,,bun,aí
30108,comaoin,,,in
30109,thoscaireachtaí,,,taí
30110,fhranncach,,,ach
30111,Ard-urscaoilte,,,te
30112,comhthreomhar,,comh,mhar
30113,dtáirgeann,d,,eann
30114,mhiondíola,,,a
30115,phléascadh,,,adh
30116,Leasathach,,,ach
30117,athshocrú,,ath,ú
30118,stocmhalartán,,,án
30119,Aisiompaithe,,,aithe
30120,hiasachtaí,h,,taí
30121,phobal-bhunaithe,,,aithe
30122,Shonrach,,,ach
30123,Suede,,,e
30124,athlánú,,ath,ú
30125,dtosófaí,d,,ófaí
30126,Portán,,,án
30127,comhlárnacha,,comh,acha
30128,mharaigh,,,aigh
30129,fhéidearthacht,,,acht
30130,n-atharú,n-,ath,ú
30131,Earraigh,,,aigh
30132,sparáin,,,in
30133,réamhroghnú,,réamh,ú
30134,sruth-lín,,,ín
30135,aicéatáit,,,áit
30136,luamhán,,,án
30137,liteartha,,,tha
30138,nAchtanna,,,anna
30139,Deimhniú,,,iú
30140,tArd-Choimisinéir,t,,éir
30141,colláisí,,,í
30142,céibh,,,ibh
30143,bochta,,,ta
30144,imlíne,,im,ne
30145,Aigéin,,,éin
30146,tástáil,t,,áil
30147,Poiblíocht,,,íocht
30148,ríomhairithe,,ríomh,ithe
30149,mhaolaíonn,,,aíonn
30150,árasáin,,,in
30151,Tiománaí,,,aí
30152,n-ionstraimí,n-,ion,í
30153,scoile-uile,,,e
30154,fho-chuideachtain,,,in
30155,mionnóidh,,mion,óidh
30156,cheimiceoir,,,eoir
30157,forcoimeádadh,,for,adh
30158,sea,,,a
30159,dTábla,d,,a
30160,dtionscnóidh,d,,óidh
30161,brícíní,,brí,í
30162,mhúinteoireachta,,,ta
30163,tSaíocht,t,,aíocht
30164,uilleach,,,each
30165,Barrachas,,,achas
30166,céadluaitear,,céad,ear
30167,champas,,,as
30168,miondíola,,mion,a
30169,Aibeán,,,eán
30170,aontós,,aon,ós
30171,Dhiaga,,,ga
30172,beachtaíodh,,,íodh
30173,n-oibríú,n-,,ú
30174,Truaillí,,,í
30175,Foillsiú,,,iú
30176,d'iomlán,d',,án
30177,tsiamsaíocht,t,,aíocht
30178,rópaí,,ró,aí
30179,bhfaighidh,bh,,idh
30180,thapa,,,a
30181,Screamhfhuinneog,,,eog
30182,bogearraí,,bog,aí
30183,Déardaoin,,,in
30184,Cóir-Thrádála,,,a
30185,Grianghrafadóir,,,adóir
30186,thrasloingsiú,,,iú
30187,phríomhoifigí,,,igí
30188,charbán,,,án
30189,príomhlíonra,,príomh,ra
30190,comparáideach,,,each
30191,práinnfhreagartha,,,tha
30192,thairbhigh,,,igh
30193,togha,t,,a
30194,comhréireacht,,comh,eacht
30195,fuinneamh,,,amh
30196,Bealtaine-Meitheamh,,,amh
30197,Chónaithe,,,aithe
30198,shuitear,,,ear
30199,Ilfheidhmeach,,,each
30200,Ollscoileanna,,,eanna
30201,Fhírinne,,,ne
30202,Dlífidh,,,fidh
30203,cúrsaíocht,,,aíocht
30204,Mhairnéalach,,,ach
30205,foraithne,,for,ne
30206,dhineann,,,eann
30207,neamhinniúil,,neamh,úil
30208,nDaoine,n,,ne
30209,múchtar,,,tar
30210,ísealGan,,,an
30211,Dleachta,,,ta
30212,stóranna,,,anna
30213,chose,,,se
30214,dícharbónú,,dí,ú
30215,eisiúna,,eisi,na
30216,Teorann,,,ann
30217,onnmhairithe,,,ithe
30218,gcomhachta,g,comh,ta
30219,muirearuíodh,,,íodh
30220,cáilithí,,,í
30221,achtuítear,,,ítear
30222,Aicmí,,,í
30223,seirbheáladh,,,adh
30224,cheadóidh,,,óidh
30225,stéaróidigh,,,igh
30226,Smaoinigh,,,igh
30227,lóis,,,óis
30228,ghrúpaí,,,aí
30229,Armchúirteanna,,,eanna
30230,postas,,,tas
30231,chreiche,,,e
30232,Anailíseoir,,,eoir
30233,tsuiteáil,t,,áil
30234,Finscéalta,,,ta
30235,n-éiríodh,n-,,íodh
30236,fhiúntas,,,tas
30237,lomháladh,,,adh
30238,teagmhála,t,,a
30239,urlabhra,,ur,ra
30240,ghiosáil,,,áil
30241,beze,,,e
30242,neifritis,,neifri,is
30243,chéadluaidhte,,,te
30244,Feasach,,,ach
30245,feiceáil,,,áil
30246,2012'de,,,e
30247,Eagraíodh,,,íodh
30248,Gaoithe,,,ithe
30249,dílseacht,,dí,eacht
30250,éagothroime,,éa,e
30251,rioscaí,,,aí
30252,Staideanna,,,eanna
30253,iascaire,,,aire
30254,pioraí,,,aí
30255,Bhunú,,,ú
30256,neamhbheacht,,neamh,eacht
30257,séiplínigh,,,igh
30258,chreidmheasa,,,sa
30259,Cartáin,,,in
30260,Faomhaithe,,,aithe
30261,shóisialach,,,ach
30262,faidíodh,,,íodh
30263,Leasachán,,,achán
30264,comhchólachas,,comh,achas
30265,taispeánfaidh,t,tais,faidh
30266,féaraigh,,,aigh
30267,Uinéireacht,,,eacht
30268,n-íoctí,n-,,tí
30269,Sheirbhísí,,,í
30270,bhfad-pléadh,bh,fad,adh
30271,glanadh,,,adh
30272,amaimseartha,,am,tha
30273,Tapaigh,,,aigh
30274,d'fhionnraighe,d',,e
30275,luibheolaíocht,,,aíocht
30276,deontar,,,tar
30277,gCuntasóirí,g,,í
30278,mbannastóras,m,ban,as
30279,Éilítear,,,ítear
30280,easportála,,eas,a
30281,foirgniú,,fo,iú
30282,haerloingseoireacht,h,aer,eacht
30283,bancaerachta,,ban,ta
30284,príomhfhoinse,,príomh,se
30285,uchtáladh,,,adh
30286,Boinn,,,inn
30287,cmcomhoiriúnacht,,,acht
30288,véarsa,,,sa
30289,achomaireachtaí,,,taí
30290,ngníomhacht,n,,acht
30291,mhín-tíriú,,,iú
30292,thalmhaíochta,,,ta
30293,amhrasta,,am,ta
30294,ghlan,,,an
30295,fótachóipeálaithe,,fóta,aithe
30296,mbunstáisiúin,m,bun,in
30297,toghlaigh,t,,aigh
30298,stiúdú,,,ú
30299,tsuaitheantas,t,,tas
30300,Siarra,,,ra
30301,Ráthaíonn,,,aíonn
30302,Eiseofar,,,far
30303,nea-meabhracha,,,acha
30304,Forfheidhmithe,,,ithe
30305,Corparáideach,,,each
30306,Shmutánach,,,ach
30307,biotáille,,bio,e
30308,Dialogue,,,e
30309,fhorceannta,,,ta
30310,Puinseáibis,,,is
30311,data,,,ta
30312,cumfar,,,far
30313,iarmhartacha,,iar,acha
30314,Íoslódála,,,a
30315,ligin,,,gin
30316,iomarca,,,a
30317,féna,,,na
30318,muinisin,,,in
30319,toilleoir,t,,eoir
30320,déphléacsacha,,dé,acha
30321,d'eisiafadh,d',eisi,fadh
30322,iomarcacha,,,acha
30323,préamhaithe,,,aithe
30324,fhiúntach,,,ach
30325,macaibh,,,aibh
30326,thiomáintear,,,ear
30327,clúmhillteach,,,each
30328,Cróitis,,,is
30329,ajoene,,,ne
30330,cuimsí,,,í
30331,crócaí,,,aí
30332,bórach,,,ach
30333,chleachtadh,,,adh
30334,eisitheora,,eisi,ra
30335,Maolíosa,,,sa
30336,Fíbín,,,ín
30337,XenData,,,ta
30338,Scéalta,,,ta
30339,Cibearshlándála,,,a
30340,Snáthoptaice,,,e
30341,dramhtháirgí,,,í
30342,Sannachán,,,achán
30343,lánfhorbartha,,,tha
30344,dronuilleoga,,,ga
30345,Meirgire,,,ire
30346,déanfidh,,dé,fidh
30347,bailíochtaithe,,,aithe
30348,mbíodh,m,,íodh
30349,imza,,im,a
30350,fhoirceannadh,,,adh
30351,d'aicme,d',,e
30352,lava,,,a
30353,oibritheoir,,,eoir
30354,Siní,,,í
30355,Móir,,,óir
30356,coir-phróiseacht,,,eacht
30357,forfheidhmithe,,for,ithe
30358,fráma,,,a
30359,coinbhleachta,,,ta
30360,Thaisce,,,e
30361,chláraíonn,,,aíonn
30362,anailísiú,,ana,iú
30363,uilíocha,,,a
30364,flaithis,,,is
30365,difreach,,,each
30366,d'ardcháilíocht,d',ard,íocht
30367,n-iarrann,n-,iar,ann
30368,seirbheálfaidh,,,faidh
30369,neamhráite,,neamh,te
30370,contrárthacha,,,acha
30371,inchoinneála,,in,a
30372,Ceárd-Oideachais,,,ais
30373,ngnóchain,n,,in
30374,Duilleoga,,,ga
30375,Juan,,,an
30376,aithle,,aith,e
30377,chaillcanais,,,ais
30378,comhréidh,,comh,idh
30379,bhreithiúnas,,,únas
30380,ghnótha,,,tha
30381,boghtach,,bog,ach
30382,rogha,,ro,a
30383,dÃ3iteáin,,,in
30384,allmhairí,,,í
30385,Císte,,,te
30386,ghnáthlae,,,e
30387,Imlíníonn,,,íonn
30388,phunann,,,ann
30389,pianmhar,,,mhar
30390,féiniúlachtaí,,féin,taí
30391,gearrscéalta,,gearr,ta
30392,chraoltóir,,,tóir
30393,bhuailtí,,,tí
30394,Pá-Choibhneasa,,,sa
30395,Crome-plátáilte,,,te
30396,gcinntear,g,cinn,ear
30397,Shealbhóirí,,,í
30398,míchúramach,,mí,ach
30399,chéannacht,,,acht
30400,breithiúntas,,,tas
30401,atharacháin,,ath,in
30402,cómharcanna,,,anna
30403,naimhdigh,,,igh
30404,thráchtóir,,,tóir
30405,Trojan,,,an
30406,giúróir,,,óir
30407,chaidreamh,,,amh
30408,ardtaifigh,,ard,igh
30409,forghéilltí,,for,tí
30410,shonraíochtaí,,,taí
30411,máinlianna,,,anna
30412,Rialacha,,,acha
30413,n-íocann,n-,,ann
30414,nua-cháilithe,,nua,ithe
30415,Uirbeacha,,,eacha
30416,Dhóiteán,,,eán
30417,airgeadaíochta,,,ta
30418,giarbhosca,,,a
30419,Kashtanka,,,a
30420,athfhoirmniú,,ath,iú
30421,infheistíochta,,in,ta
30422,mainnítear,,,ítear
30423,hidirbheartaíocht,h,idir,aíocht
30424,insamhlóir,,in,óir
30425,eisceann,,,eann
30426,gáifí,,,fí
30427,chomhacht,,,acht
30428,cánaithe,,,aithe
30429,bhfágfaidh,bh,,faidh
30430,nuálaíochtaí,,,taí
30431,imreas,,im,eas
30432,brostaithe,,,aithe
30433,bhrionnaíonn,,,aíonn
30434,udroleictreacha,,,eacha
30435,bhfolódh,bh,fo,ódh
30436,bailigh,,,igh
30437,Troim,,,im
30438,aireach,,,each
30439,hinnealtóireachta,h,in,ta
30440,meicnitheiripeacha,,,eacha
30441,mhaisíocht,,,íocht
30442,scoláire,,,ire
30443,neartmhar,,,mhar
30444,milleán,,,eán
30445,Fíorúil,,,úil
30446,Pinsean,,,sean
30447,comhairlí,,comh,í
30448,cuirfe,,,e
30449,lascainiú,,las,iú
30450,ceartaiseacht,,,eacht
30451,caipitiúla,,,a
30452,idirghníomhnú,,idir,ú
30453,barrfheidhmíochta,,barr,ta
30454,fhásach,,,ach
30455,Foilseacháin,,,in
30456,gceannódh,g,ceann,ódh
30457,Trapezia,,,ia
30458,tuairisceáin,t,,in
30459,d'úinéirí,d',,í
30460,t-uaisle,t-,,e
30461,tseolta,t,,ta
30462,cúlchiste,,cúl,te
30463,aeraithe,,aerai,aithe
30464,áitheanna,,,eanna
30465,mharú,,,ú
30466,hionadaíochta,h,ion,ta
30467,mheasúnófar,,,ófar
30468,phreasráiteas,,,eas
30469,maisitheoir,,,eoir
30470,Páipéarachais,,,ais
30471,ngránaigh,n,,aigh
30472,lánchomhréir,,,éir
30473,abhann,,,ann
30474,striapachais,,,ais
30475,bhforbraímid,bh,for,aímid
30476,bhíonn,,,íonn
30477,Trí,,,í
30478,Anóidí,,,í
30479,in-urscaoilte,,in,te
30480,Ceanadach,,,ach
30481,bhforceanntar,bh,for,tar
30482,Tairisceana,,,na
30483,chumhraithe,,,aithe
30484,sparán,,,án
30485,tsocraíocht,t,,aíocht
30486,threorú,,,ú
30487,uathoibritheach,,uath,each
30488,Tre,,,e
30489,ngnólacht,n,,acht
30490,gcoinníollacha,g,,acha
30491,fhostóirí,,,í
30492,Leis,,,is
30493,neamhinbhásach,,neamh,ach
30494,áiríonn,,,íonn
30495,Neamhthoilteanach,,,ach
30496,nua-bhunaithe,,nua,aithe
30497,ndaoine,n,,ne
30498,amh-mhianraí,,am,aí
30499,n-úinéirí,n-,,í
30500,cuntar,,,tar
30501,pheircis,,,is
30502,ordóidh,,,óidh
30503,cainníochtúil,,,túil
30504,mBunreacht,m,,eacht
30505,chomhshocraíochtaí,,,taí
30506,Lizzie,,,e
30507,urlabhraithe,,ur,aithe
30508,banéigean,,ban,an
30509,fionnachtain,,,in
30510,Cruinn,,,inn
30511,lár-fhear,,lár,ear
30512,chluasa,,,sa
30513,céimlaghdaitheach,,,each
30514,fhillteán,,,eán
30515,poileitiléin,,,éin
30516,shníos,,,íos
30517,leachtaithe,,,aithe
30518,n-damáiste,n-,,te
30519,Comhchoistí,,,tí
30520,Scrúdaíonn,,,aíonn
30521,díscríobhadh,,dí,adh
30522,bhunú,,,ú
30523,Díoltóirí,,,í
30524,seachtainiúil,,seacht,úil
30525,caolchúiseach,,,each
30526,struchtúraithe,,,aithe
30527,Agrolin,,,in
30528,ionchódaithe,,ion,aithe
30529,Suimiú,,,iú
30530,bunreachtúla,,bun,a
30531,Tairgsintí,,,tí
30532,tsriain,t,,in
30533,duaischistí,,,tí
30534,hAicmí,h,,í
30535,nglaonna,n,,na
30536,agusCoinnigh,,,igh
30537,shlogtha,,,tha
30538,guerráin,,,in
30539,3Iadh,,,adh
30540,Samhlaíodh,,,íodh
30541,hionsamhlúcháin,h,ion,in
30542,thionscnóidh,,,óidh
30543,bhuaigh,,,aigh
30544,Eifisigh,,,igh
30545,Fraince,,,e
30546,caoraí,,,aí
30547,chomhaltaí,,,taí
30548,Ualaithe,,,aithe
30549,tOibritheoir,t,,eoir
30550,ndílsiú,n,dí,iú
30551,Rangaítear,,,ítear
30552,feadán,,,adán
30553,líomhna,,,na
30554,ceantar,,,tar
30555,Comharsanachta,,,ta
30556,Coiníollacha,,,acha
30557,foraoiseacha,,for,eacha
30558,ndréachtbhuiséad,n,,éad
30559,thabharfar,,,far
30560,tabharfa,t,,a
30561,caighdeánacha,,,acha
30562,le,,,e
30563,chomhroinnte,,,te
30564,mheitibilítí,,,ítí
30565,Slí,,,í
30566,Éiríonn,,,íonn
30567,teicneolaíochta,t,,ta
30568,dídeana,,dí,na
30569,ghuaiseach,,,each
30570,pharlaimintigh,,,tigh
30571,bpríomhréimsí,b,príomh,í
30572,Chaillteanais,,,ais
30573,aleithead,,,ad
30574,Scóir,,,óir
30575,chomhdhúile,,,e
30576,thacaítear,,,ítear
30577,foirgníochta,,fo,ta
30578,comhlán,,comh,án
30579,Metronidazole,,,e
30580,scaifeanna,,,eanna
30581,larionad,,,ad
30582,Sceitseáil,,,áil
30583,Gerben-Jan,,,an
30584,cumais,,,ais
30585,sháraíonn,,,aíonn
30586,dteaghaisí,d,,í
30587,suaitheadh,,,eadh
30588,chréacht,,,acht
30589,Caitheann,,,eann
30590,Lionra,,,ra
30591,canálacha,,,acha
30592,cúirtéiseach,,,each
30593,leantach,,,ach
30594,Coiscthear,,,ear
30595,talmhaí,t,,aí
30596,gceasaíneonna,g,,na
30597,dhréannadh,,,adh
30598,rugadh,,,adh
30599,ortaptach,,orta,ach
30600,deach,,dea,each
30601,dtábla,d,,a
30602,caidmiam,,,iam
30603,Oideachas,,,achas
30604,thuairisceáin,,,in
30605,iostaí,,,taí
30606,aon-uaire,,aon,aire
30607,sharú,,,ú
30608,Phleanáil,,,áil
30609,Seinn,,,inn
30610,nua-trealamh,,nua,amh
30611,Fheadhmannas,,,as
30612,bibí,,bi,í
30613,Ollscoile,,,e
30614,rialacha,,,acha
30615,bpléifidh,b,,fidh
30616,aoischoibhneasta,,,ta
30617,cúlú,,cúl,ú
30618,cheiliúra,,,ra
30619,12ú,,,ú
30620,Chomhéadain,,,in
30621,Áfach,,,ach
30622,phósta,,,ta
30623,Luibheolaíochta,,,ta
30624,Éireann,,,eann
30625,toscaireachtaí,t,,taí
30626,Cille,,,e
30627,n-íoctar,n-,,tar
30628,droimeitigh,,,tigh
30629,dhíolfas,,,fas
30630,ndleacht,n,,eacht
30631,Chruthaigh,,,aigh
30632,Dhámhachtanna,,,anna
30633,mharcáil,,,áil
30634,Iolraigh,,,aigh
30635,breisluach,,,ach
30636,réaltachtaí,,réalt,taí
30637,Dámhachtain,,,in
30638,díchumasaithe,,dí,aithe
30639,Teicneolaithe,,,aithe
30640,modúlóir,,,óir
30641,feasach,,,ach
30642,sainiúlacht,,sain,acht
30643,áirse,,,se
30644,rialú,,,alú
30645,Ghréasán,,,án
30646,tSlándáil,t,,áil
30647,trádálatrádála,,,a
30648,iarratasóra,,iar,ra
30649,roinneacháin,,ro,in
30650,d'iniúcha,d',in,a
30651,bpríomhshuim,b,príomh,im
30652,aonluach,,aon,ach
30653,aiféalaim,,,aim
30654,stopán,,,án
30655,saoránachta,,,ta
30656,rátáil,,,áil
30657,Carghas,,,as
30658,Frithdhópála,,,a
30659,bhfianaítear,bh,fia,ítear
30660,d'ísliú,d',,iú
30661,Seirbheálfar,,,far
30662,ullmhóid,,,óid
30663,cuach,,,ach
30664,Ainneonacha,,,acha
30665,Cionta,,,ta
30666,breathnaíodh,,,íodh
30667,mainneachtain,,,in
30668,infhorfheidhmithe,,in,ithe
30669,dothuaslagtha,,do,tha
30670,faa,,,a
30671,soláthróir,,so,óir
30672,mhoirfeolaíocht,,,aíocht
30673,KIKe,,,e
30674,eisiataigh,,eisi,aigh
30675,Imscrúdaithe,,,aithe
30676,oilithrighigh,,,igh
30677,Chluas,,,as
30678,Grafach,,,ach
30679,chomhchuí,,,í
30680,uainiú,,,iú
30681,blaisteáin,,,in
30682,Leasófar,,,ófar
30683,brabhsáil,,,áil
30684,sionnach,,,ach
30685,dteannta,d,,ta
30686,chathaoirleach,,,each
30687,mbeartánFad,m,,ad
30688,bábóg,,,óg
30689,foilsiú,,fo,iú
30690,chonacthas,,,as
30691,gnéasacha,,,acha
30692,Tholláin,,,in
30693,n-chuimhne,,,ne
30694,Líneach,,,each
30695,thosnóidh,,,óidh
30696,Olltoghcháin,,,in
